"timestamp,device_id,device_type,reparto,temperatura,vibrazione,livello_azoto,stato_dispositivo"
"2026-04-01 03:30:00,INC-02,incubatore,Laboratorio_A,37.19,0.241,,OK"
"2026-04-01 03:30:00,INC-03,incubatore,Laboratorio_A,36.93,0.138,,OK"
"2026-04-01 03:30:00,INC-04,incubatore,Laboratorio_A,37.09,0.284,,OK"
"2026-04-01 04:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.56,0.09,71.95,OK"
"2026-04-01 04:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.41,0.09,84.9,OK"
"2026-04-01 04:00:00,CULT-01,cella_coltura,Laboratorio_B,36.89,0.121,,OK"
"2026-04-01 04:00:00,CULT-02,cella_coltura,Laboratorio_B,36.93,0.025,,OK"
"2026-04-01 04:00:00,CULT-03,cella_coltura,Laboratorio_B,36.97,0.075,,OK"
"2026-04-01 04:00:00,HVAC-01,hvac,Edificio_Principale,21.05,0.313,,OK"
"2026-04-01 04:00:00,INC-01,incubatore,Laboratorio_A,37.41,0.031,,OK"
"2026-04-01 04:00:00,INC-02,incubatore,Laboratorio_A,37.33,0.18,,OK"
"2026-04-01 04:00:00,INC-03,incubatore,Laboratorio_A,37.13,0.151,,OK"
"2026-04-01 04:00:00,INC-04,incubatore,Laboratorio_A,36.94,0.174,,OK"
"2026-04-01 04:30:00,CRYO-01,banca_criogenica,Deposito_C,-194.76,0.04,71.76,OK"
"2026-04-01 04:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.88,0.113,84.83,OK"
"2026-04-01 04:30:00,CULT-01,cella_coltura,Laboratorio_B,37.2,0.099,,OK"
"2026-04-01 04:30:00,CULT-02,cella_coltura,Laboratorio_B,36.84,0.157,,OK"
"2026-04-01 04:30:00,CULT-03,cella_coltura,Laboratorio_B,37.09,0.168,,OK"
"2026-04-01 04:30:00,HVAC-01,hvac,Edificio_Principale,21.0,0.52,,OK"
"2026-04-01 04:30:00,INC-01,incubatore,Laboratorio_A,37.13,0.18,,OK"
"2026-04-01 04:30:00,INC-02,incubatore,Laboratorio_A,36.89,0.267,,OK"
"2026-04-01 04:30:00,INC-03,incubatore,Laboratorio_A,37.25,0.195,,OK"
"2026-04-01 04:30:00,INC-04,incubatore,Laboratorio_A,36.9,0.201,,OK"
"2026-04-01 05:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.71,0.113,71.77,OK"
"2026-04-01 05:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.22,0.086,84.73,OK"
"2026-04-01 05:00:00,CULT-01,cella_coltura,Laboratorio_B,37.13,0.08,,OK"
"2026-04-01 05:00:00,CULT-02,cella_coltura,Laboratorio_B,37.28,0.109,,OK"
"2026-04-01 05:00:00,CULT-03,cella_coltura,Laboratorio_B,36.95,0.079,,OK"
"2026-04-01 05:00:00,HVAC-01,hvac,Edificio_Principale,21.22,0.317,,OK"
"2026-04-01 05:00:00,INC-01,incubatore,Laboratorio_A,37.03,0.206,,OK"
"2026-04-01 05:00:00,INC-02,incubatore,Laboratorio_A,36.85,0.369,,OK"
"2026-04-01 05:00:00,INC-03,incubatore,Laboratorio_A,37.17,0.27,,OK"
"2026-04-01 05:00:00,INC-04,incubatore,Laboratorio_A,36.97,0.2,,OK"
"2026-04-01 05:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.32,0.071,71.67,OK"
"2026-04-01 05:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.62,0.113,84.88,OK"
"2026-04-01 05:30:00,CULT-01,cella_coltura,Laboratorio_B,37.1,0.116,,OK"
"2026-04-01 05:30:00,CULT-02,cella_coltura,Laboratorio_B,37.24,0.142,,OK"
"2026-04-01 05:30:00,CULT-03,cella_coltura,Laboratorio_B,36.97,0.16,,OK"
"2026-04-01 05:30:00,HVAC-01,hvac,Edificio_Principale,21.5,0.548,,OK"
"2026-04-01 05:30:00,INC-01,incubatore,Laboratorio_A,37.32,0.254,,OK"
"2026-04-01 05:30:00,INC-02,incubatore,Laboratorio_A,37.16,0.065,,OK"
"2026-04-01 05:30:00,INC-03,incubatore,Laboratorio_A,37.22,0.195,,OK"
"2026-04-01 05:30:00,INC-04,incubatore,Laboratorio_A,36.86,0.176,,OK"
"2026-04-01 06:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.23,0.038,71.7,OK"
"2026-04-01 06:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.21,0.058,84.75,OK"
"2026-04-01 06:00:00,CULT-01,cella_coltura,Laboratorio_B,37.13,0.11,,OK"
"2026-04-01 06:00:00,CULT-02,cella_coltura,Laboratorio_B,36.72,0.046,,OK"
"2026-04-01 06:00:00,CULT-03,cella_coltura,Laboratorio_B,37.13,0.082,,OK"
"2026-04-01 06:00:00,HVAC-01,hvac,Edificio_Principale,20.9,0.527,,OK"
"2026-04-01 06:00:00,INC-01,incubatore,Laboratorio_A,37.3,0.099,,OK"
"2026-04-01 06:00:00,INC-02,incubatore,Laboratorio_A,37.11,0.162,,OK"
"2026-04-01 06:00:00,INC-03,incubatore,Laboratorio_A,37.01,0.197,,OK"
"2026-04-01 06:00:00,INC-04,incubatore,Laboratorio_A,36.94,0.293,,OK"
"2026-04-01 06:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.16,0.017,71.65,OK"
"2026-04-01 06:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.15,0.11,84.75,OK"
"2026-04-01 06:30:00,CULT-01,cella_coltura,Laboratorio_B,36.97,0.082,,OK"
"2026-04-01 06:30:00,CULT-02,cella_coltura,Laboratorio_B,36.03,0.19,,OK"
"2026-04-01 06:30:00,CULT-03,cella_coltura,Laboratorio_B,36.92,0.137,,OK"
"2026-04-01 06:30:00,HVAC-01,hvac,Edificio_Principale,20.66,0.357,,OK"
"2026-04-01 06:30:00,INC-01,incubatore,Laboratorio_A,37.18,0.187,,OK"
"2026-04-01 06:30:00,INC-02,incubatore,Laboratorio_A,37.13,0.01,,OK"
"2026-04-01 06:30:00,INC-03,incubatore,Laboratorio_A,37.18,0.211,,OK"
"2026-04-01 06:30:00,INC-04,incubatore,Laboratorio_A,37.2,0.269,,OK"
"2026-04-01 07:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.64,0.051,71.69,OK"
"2026-04-01 07:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.56,0.068,84.77,OK"
"2026-04-01 07:00:00,CULT-01,cella_coltura,Laboratorio_B,37.05,0.081,,OK"
"2026-04-01 07:00:00,CULT-02,cella_coltura,Laboratorio_B,37.54,0.06,,OK"
"2026-04-01 07:00:00,CULT-03,cella_coltura,Laboratorio_B,37.1,0.067,,OK"
"2026-04-01 07:00:00,HVAC-01,hvac,Edificio_Principale,20.54,0.568,,OK"
"2026-04-01 07:00:00,INC-01,incubatore,Laboratorio_A,37.11,0.106,,OK"
"2026-04-01 07:00:00,INC-02,incubatore,Laboratorio_A,36.97,0.195,,OK"
"2026-04-01 07:00:00,INC-03,incubatore,Laboratorio_A,37.1,0.04,,OK"
"2026-04-01 07:00:00,INC-04,incubatore,Laboratorio_A,37.2,0.148,,OK"
"2026-04-01 07:30:00,CRYO-01,banca_criogenica,Deposito_C,-194.66,0.087,71.69,OK"
"2026-04-01 07:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.35,0.08,84.6,OK"
"2026-04-01 07:30:00,CULT-01,cella_coltura,Laboratorio_B,36.95,0.161,,OK"
"2026-04-01 07:30:00,CULT-02,cella_coltura,Laboratorio_B,36.41,0.159,,OK"
"2026-04-01 07:30:00,CULT-03,cella_coltura,Laboratorio_B,36.89,0.159,,OK"
"2026-04-01 07:30:00,HVAC-01,hvac,Edificio_Principale,20.77,0.217,,OK"
"2026-04-01 07:30:00,INC-01,incubatore,Laboratorio_A,36.9,0.2,,OK"
"2026-04-01 07:30:00,INC-02,incubatore,Laboratorio_A,36.98,0.209,,OK"
"2026-04-01 07:30:00,INC-03,incubatore,Laboratorio_A,37.25,0.047,,OK"
"2026-04-01 07:30:00,INC-04,incubatore,Laboratorio_A,36.93,0.048,,OK"
"2026-04-01 08:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.5,0.093,71.7,OK"
"2026-04-01 08:00:00,CRYO-02,banca_criogenica,Deposito_C,-194.9,0.102,84.65,OK"
"2026-04-01 08:00:00,CULT-01,cella_coltura,Laboratorio_B,37.12,0.141,,OK"
"2026-04-01 08:00:00,CULT-02,cella_coltura,Laboratorio_B,37.15,0.126,,OK"
"2026-04-01 08:00:00,CULT-03,cella_coltura,Laboratorio_B,36.81,0.058,,OK"
"2026-04-01 08:00:00,HVAC-01,hvac,Edificio_Principale,21.0,0.507,,OK"
"2026-04-01 08:00:00,INC-01,incubatore,Laboratorio_A,37.26,0.108,,OK"
"2026-04-01 08:00:00,INC-02,incubatore,Laboratorio_A,37.24,0.177,,OK"
"2026-04-01 08:00:00,INC-03,incubatore,Laboratorio_A,36.92,0.06,,OK"
"2026-04-01 08:00:00,INC-04,incubatore,Laboratorio_A,37.06,0.175,,OK"
"2026-04-01 08:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.52,0.065,71.65,OK"
"2026-04-01 08:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.49,0.15,84.66,OK"
"2026-04-01 08:30:00,CULT-01,cella_coltura,Laboratorio_B,37.22,0.167,,OK"
"2026-04-01 08:30:00,CULT-02,cella_coltura,Laboratorio_B,36.94,0.111,,OK"
"2026-04-01 08:30:00,CULT-03,cella_coltura,Laboratorio_B,37.13,0.134,,OK"
"2026-04-01 08:30:00,HVAC-01,hvac,Edificio_Principale,21.15,0.3,,OK"
"2026-04-01 08:30:00,INC-01,incubatore,Laboratorio_A,36.97,0.147,,OK"
"2026-04-01 08:30:00,INC-02,incubatore,Laboratorio_A,37.2,0.128,,OK"
"2026-04-01 08:30:00,INC-03,incubatore,Laboratorio_A,37.25,0.15,,OK"
"2026-04-01 08:30:00,INC-04,incubatore,Laboratorio_A,37.33,0.088,,OK"
"2026-04-01 09:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.6,0.108,71.66,OK"
"2026-04-01 09:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.6,0.105,84.65,OK"
"2026-04-01 09:00:00,CULT-01,cella_coltura,Laboratorio_B,37.14,0.106,,OK"
"2026-04-01 09:00:00,CULT-02,cella_coltura,Laboratorio_B,37.11,0.106,,OK"
"2026-04-01 09:00:00,CULT-03,cella_coltura,Laboratorio_B,36.93,0.11,,OK"
"2026-04-01 09:00:00,HVAC-01,hvac,Edificio_Principale,20.93,0.387,,OK"
"2026-04-01 09:00:00,INC-01,incubatore,Laboratorio_A,37.12,0.1,,OK"
"2026-04-01 09:00:00,INC-02,incubatore,Laboratorio_A,36.89,0.016,,OK"
"2026-04-01 09:00:00,INC-03,incubatore,Laboratorio_A,37.16,0.03,,OK"
"2026-04-01 09:00:00,INC-04,incubatore,Laboratorio_A,37.26,0.182,,OK"
"2026-04-01 09:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.85,0.046,71.63,OK"
"2026-04-01 09:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.84,0.107,84.55,OK"
"2026-04-01 09:30:00,CULT-01,cella_coltura,Laboratorio_B,36.87,0.066,,OK"
"2026-04-01 09:30:00,CULT-02,cella_coltura,Laboratorio_B,37.9,0.088,,OK"
"2026-04-01 09:30:00,CULT-03,cella_coltura,Laboratorio_B,36.85,0.125,,OK"
"2026-04-01 09:30:00,HVAC-01,hvac,Edificio_Principale,21.11,0.395,,OK"
"2026-04-01 09:30:00,INC-01,incubatore,Laboratorio_A,36.97,0.232,,OK"
"2026-04-01 09:30:00,INC-02,incubatore,Laboratorio_A,36.97,0.21,,OK"
"2026-04-01 09:30:00,INC-03,incubatore,Laboratorio_A,36.95,0.125,,OK"
"2026-04-01 09:30:00,INC-04,incubatore,Laboratorio_A,37.13,0.094,,OK"
"2026-04-01 10:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.23,0.008,71.55,OK"
"2026-04-01 10:00:00,CRYO-02,banca_criogenica,Deposito_C,-194.51,0.064,84.62,OK"
"2026-04-01 10:00:00,CULT-01,cella_coltura,Laboratorio_B,36.94,0.091,,OK"
"2026-04-01 10:00:00,CULT-02,cella_coltura,Laboratorio_B,38.6,0.185,,WARNING"
"2026-04-01 10:00:00,CULT-03,cella_coltura,Laboratorio_B,36.79,0.1,,OK"
"2026-04-01 10:00:00,HVAC-01,hvac,Edificio_Principale,21.31,0.604,,OK"
"2026-04-01 10:00:00,INC-01,incubatore,Laboratorio_A,37.11,0.249,,OK"
"2026-04-01 10:00:00,INC-02,incubatore,Laboratorio_A,37.16,0.296,,OK"
"2026-04-01 10:00:00,INC-03,incubatore,Laboratorio_A,37.04,0.071,,OK"
"2026-04-01 10:00:00,INC-04,incubatore,Laboratorio_A,37.15,0.281,,OK"
"2026-04-01 10:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.71,0.088,71.5,OK"
"2026-04-01 10:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.7,0.085,84.58,OK"
"2026-04-01 10:30:00,CULT-01,cella_coltura,Laboratorio_B,37.08,0.171,,OK"
"2026-04-01 10:30:00,CULT-02,cella_coltura,Laboratorio_B,36.38,0.121,,OK"
"2026-04-01 10:30:00,CULT-03,cella_coltura,Laboratorio_B,37.14,0.099,,OK"
"2026-04-01 10:30:00,HVAC-01,hvac,Edificio_Principale,21.06,0.39,,OK"
"2026-04-01 10:30:00,INC-01,incubatore,Laboratorio_A,37.07,0.161,,OK"
"2026-04-01 10:30:00,INC-02,incubatore,Laboratorio_A,37.08,0.133,,OK"
"2026-04-01 10:30:00,INC-03,incubatore,Laboratorio_A,37.06,0.219,,OK"
"2026-04-01 10:30:00,INC-04,incubatore,Laboratorio_A,37.08,0.235,,OK"
"2026-04-01 11:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.65,0.119,71.59,OK"
"2026-04-01 11:00:00,CRYO-02,banca_criogenica,Deposito_C,-194.94,0.077,84.64,OK"
"2026-04-01 11:00:00,CULT-01,cella_coltura,Laboratorio_B,37.13,0.04,,OK"
"2026-04-01 11:00:00,CULT-02,cella_coltura,Laboratorio_B,37.45,0.057,,OK"
"2026-04-01 11:00:00,CULT-03,cella_coltura,Laboratorio_B,36.8,0.128,,OK"
"2026-04-01 11:00:00,HVAC-01,hvac,Edificio_Principale,20.78,0.441,,OK"
"2026-04-01 11:00:00,INC-01,incubatore,Laboratorio_A,37.1,0.183,,OK"
"2026-04-01 11:00:00,INC-02,incubatore,Laboratorio_A,37.32,0.215,,OK"
"2026-04-01 11:00:00,INC-03,incubatore,Laboratorio_A,37.03,0.215,,OK"
"2026-04-01 11:00:00,INC-04,incubatore,Laboratorio_A,37.08,0.233,,OK"
"2026-04-01 11:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.13,0.119,71.62,OK"
"2026-04-01 11:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.25,0.122,84.59,OK"
"2026-04-01 11:30:00,CULT-01,cella_coltura,Laboratorio_B,37.09,0.192,,OK"
"2026-04-01 11:30:00,CULT-02,cella_coltura,Laboratorio_B,36.86,0.101,,OK"
"2026-04-01 11:30:00,CULT-03,cella_coltura,Laboratorio_B,36.97,0.07,,OK"
"2026-04-01 11:30:00,HVAC-01,hvac,Edificio_Principale,20.7,0.397,,OK"
"2026-04-01 11:30:00,INC-01,incubatore,Laboratorio_A,37.12,0.064,,OK"
"2026-04-01 11:30:00,INC-02,incubatore,Laboratorio_A,36.95,0.055,,OK"
"2026-04-01 11:30:00,INC-03,incubatore,Laboratorio_A,37.12,0.156,,OK"
"2026-04-01 11:30:00,INC-04,incubatore,Laboratorio_A,36.95,0.266,,OK"
"2026-04-01 12:00:00,CRYO-01,banca_criogenica,Deposito_C,-194.75,0.041,71.65,OK"
"2026-04-01 12:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.63,0.076,84.51,OK"
"2026-04-01 12:00:00,CULT-01,cella_coltura,Laboratorio_B,37.05,0.064,,OK"
"2026-04-01 12:00:00,CULT-02,cella_coltura,Laboratorio_B,37.55,0.126,,OK"
"2026-04-01 12:00:00,CULT-03,cella_coltura,Laboratorio_B,36.84,0.07,,OK"
"2026-04-01 12:00:00,HVAC-01,hvac,Edificio_Principale,20.66,0.332,,OK"
"2026-04-01 12:00:00,INC-01,incubatore,Laboratorio_A,37.28,0.156,,OK"
"2026-04-01 12:00:00,INC-02,incubatore,Laboratorio_A,37.11,0.217,,OK"
"2026-04-01 12:00:00,INC-03,incubatore,Laboratorio_A,37.33,0.028,,OK"
"2026-04-01 12:00:00,INC-04,incubatore,Laboratorio_A,37.15,0.211,,OK"
"2026-04-01 12:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.04,0.064,71.55,OK"
"2026-04-01 12:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.09,0.12,84.49,OK"
"2026-04-01 12:30:00,CULT-01,cella_coltura,Laboratorio_B,36.85,0.159,,OK"
"2026-04-01 12:30:00,CULT-02,cella_coltura,Laboratorio_B,37.61,0.165,,OK"
"2026-04-01 12:30:00,CULT-03,cella_coltura,Laboratorio_B,37.06,0.102,,OK"
"2026-04-01 12:30:00,HVAC-01,hvac,Edificio_Principale,20.81,0.326,,OK"
"2026-04-01 12:30:00,INC-01,incubatore,Laboratorio_A,37.21,0.176,,OK"
"2026-04-01 12:30:00,INC-02,incubatore,Laboratorio_A,37.22,0.149,,OK"
"2026-04-01 12:30:00,INC-03,incubatore,Laboratorio_A,37.04,0.161,,OK"
"2026-04-01 12:30:00,INC-04,incubatore,Laboratorio_A,37.12,0.224,,OK"
"2026-04-01 13:00:00,CRYO-01,banca_criogenica,Deposito_C,-195.4,0.102,71.55,OK"
"2026-04-01 13:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.43,0.041,84.53,OK"
"2026-04-01 13:00:00,CULT-01,cella_coltura,Laboratorio_B,37.13,0.069,,OK"
"2026-04-01 13:00:00,CULT-02,cella_coltura,Laboratorio_B,37.67,0.09,,OK"
"2026-04-01 13:00:00,CULT-03,cella_coltura,Laboratorio_B,37.06,0.1,,OK"
"2026-04-01 13:00:00,HVAC-01,hvac,Edificio_Principale,20.61,0.487,,OK"
"2026-04-01 13:00:00,INC-01,incubatore,Laboratorio_A,37.01,0.39,,OK"
"2026-04-01 13:00:00,INC-02,incubatore,Laboratorio_A,37.01,0.119,,OK"
"2026-04-01 13:00:00,INC-03,incubatore,Laboratorio_A,37.01,0.206,,OK"
"2026-04-01 13:00:00,INC-04,incubatore,Laboratorio_A,36.94,0.295,,OK"
"2026-04-01 13:30:00,CRYO-01,banca_criogenica,Deposito_C,-195.06,0.061,71.48,OK"
"2026-04-01 13:30:00,CRYO-02,banca_criogenica,Deposito_C,-195.37,0.122,84.47,OK"
"2026-04-01 13:30:00,CULT-01,cella_coltura,Laboratorio_B,36.96,0.09,,OK"
"2026-04-01 13:30:00,CULT-02,cella_coltura,Laboratorio_B,36.97,0.093,,OK"
"2026-04-01 13:30:00,CULT-03,cella_coltura,Laboratorio_B,37.01,0.07,,OK"
"2026-04-01 13:30:00,HVAC-01,hvac,Edificio_Principale,21.18,0.447,,OK"
"2026-04-01 13:30:00,INC-01,incubatore,Laboratorio_A,37.22,0.091,,OK"
"2026-04-01 13:30:00,INC-02,incubatore,Laboratorio_A,36.95,0.119,,OK"
"2026-04-01 13:30:00,INC-03,incubatore,Laboratorio_A,37.17,0.245,,OK"
"2026-04-01 13:30:00,INC-04,incubatore,Laboratorio_A,37.16,0.169,,OK"
"2026-04-01 14:00:00,CRYO-01,banca_criogenica,Deposito_C,-194.73,0.083,71.46,OK"
"2026-04-01 14:00:00,CRYO-02,banca_criogenica,Deposito_C,-195.2,0.054,84.37,OK"
"2026-04-01 14:00:00,CULT-01,cella_coltura,Laboratorio_B,37.06,0.017,,OK"
"2026-04-01 14:00:00,CULT-02,cella_coltura,Laboratorio_B,36.41,0.121,,OK"
"2026-04-01 14:00:00,CULT-03,cella_coltura,Laboratorio_B,37.22,0.166,,OK"
"2026-04-01 14:00:00,HVAC-01,hvac,Edificio_Principale,20.96,0.542,,OK"
"2026-04-01 14:00:00,INC-01,incubatore,Laboratorio_A,37.26,0.297,,OK"
